"species","class","order","family","source"
"Ameivula abaetensis","Reptilia","Squamata","Teiidae","faunabr"
"Kannabateomys amblyonyx","Mammalia","Rodentia","Echimyidae","faunabr"
"Cerradomys maracajuensis","Mammalia","Rodentia","Cricetidae","faunabr"
"Callicebus pallescens","Mammalia","Primates","Pitheciidae","faunabr"
"Vampyrodes caraccioli","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Oligoryzomys rupestris","Mammalia","Rodentia","Cricetidae","faunabr"
"Leptodactylus viridis","Amphibia","Anura","Leptodactylidae","faunabr"
"Mico melanurus","Mammalia","Primates","Cebidae","faunabr"
"Lycalopex gymnocercus","Mammalia","Carnivora","Canidae","faunabr"
"Rhipidomys emiliae","Mammalia","Rodentia","Cricetidae","faunabr"
"Marmosops ocellatus","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Juliomys pictipes","Mammalia","Rodentia","Cricetidae","faunabr"
"Amphisbaena bedai","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Puma concolor","Mammalia","Carnivora","Felidae","faunabr"
"Helicops carinicaudus","Reptilia","Squamata","Dipsadidae","faunabr"
"Phalotris concolor","Reptilia","Squamata","Dipsadidae","faunabr"
"Adenomera bokermanni","Amphibia","Anura","Leptodactylidae","faunabr"
"Psomophis obtusus","Reptilia","Squamata","Dipsadidae","faunabr"
"Coendou prehensilis","Mammalia","Rodentia","Erethizontidae","faunabr"
"Lionycteris spurrelli","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Euryoryzomys lamia","Mammalia","Rodentia","Cricetidae","faunabr"
"Myocastor coypus","Mammalia","Rodentia","Echimyidae","faunabr"
"Amphisbaena maranhensis","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Cyclopes didactylus","Mammalia","Pilosa","Cyclopedidae","faunabr"
"Micrurus altirostris","Reptilia","Squamata","Elapidae","faunabr"
"Sooretamys angouya","Mammalia","Rodentia","Cricetidae","faunabr"
"Deltamys kempi","Mammalia","Rodentia","Cricetidae","faunabr"
"Sapajus xanthosternos","Mammalia","Primates","Cebidae","faunabr"
"Marmosa paraguayana","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Leptodactylus mystaceus","Amphibia","Anura","Leptodactylidae","faunabr"
"Siphlophis pulcher","Reptilia","Squamata","Dipsadidae","faunabr"
"Hylaeamys yunganus","Mammalia","Rodentia","Cricetidae","faunabr"
"Lontra longicaudis","Mammalia","Carnivora","Mustelidae","faunabr"
"Lampronycteris brachyotis","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Aplastodiscus leucopygius","Amphibia","Anura","Hylidae","faunabr"
"Lobodon carcinophaga","Mammalia","Carnivora","Phocidae","faunabr"
"Calomys callosus","Mammalia","Rodentia","Cricetidae","faunabr"
"Philander opossum","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Leptodactylus podicipinus","Amphibia","Anura","Leptodactylidae","faunabr"
"Trinomys setosus","Mammalia","Rodentia","Echimyidae","faunabr"
"Sturnira tildae","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Alouatta caraya","Mammalia","Primates","Atelidae","faunabr"
"Dermochelys coriacea","Reptilia","Testudines","Dermochelyidae","faunabr"
"Taeniophallus occipitalis","Reptilia","Squamata","Dipsadidae","faunabr"
"Callicebus nigrifrons","Mammalia","Primates","Pitheciidae","faunabr"
"Paleosuchus palpebrosus","Reptilia","Crocodylia","Alligatoridae","faunabr"
"Oecomys cleberi","Mammalia","Rodentia","Cricetidae","faunabr"
"Leptodactylus cupreus","Amphibia","Anura","Leptodactylidae","faunabr"
"Siphlophis leucocephalus","Reptilia","Squamata","Dipsadidae","faunabr"
"Caiman latirostris","Reptilia","Crocodylia","Alligatoridae","faunabr"
"Makalata didelphoides","Mammalia","Rodentia","Echimyidae","faunabr"
"Oligoryzomys flavescens","Mammalia","Rodentia","Cricetidae","faunabr"
"Thamnodynastes rutilus","Reptilia","Squamata","Dipsadidae","faunabr"
"Vampyressa pusilla","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Gastrotheca flamma","Amphibia","Anura","Hemiphractidae","faunabr"
"Trinomys yonenagae","Mammalia","Rodentia","Echimyidae","faunabr"
"Amphisbaena dubia","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Melanophryniscus admirabilis","Amphibia","Anura","Bufonidae","faunabr"
"Micrurus silviae","Reptilia","Squamata","Elapidae","faunabr"
"Amphisbaena littoralis","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Dipsas alternans","Reptilia","Squamata","Dipsadidae","faunabr"
"Molossops neglectus","Mammalia","Chiroptera","Molossidae","faunabr"
"Phyllomys sulinus","Mammalia","Rodentia","Echimyidae","faunabr"
"Chelus fimbriatus","Reptilia","Testudines","Chelidae","faunabr"
"Callicebus coimbrai","Mammalia","Primates","Pitheciidae","faunabr"
"Artibeus bogotensis","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Oligoryzomys chacoensis","Mammalia","Rodentia","Cricetidae","faunabr"
"Rhinella azarai","Amphibia","Anura","Bufonidae","faunabr"
"Saguinus ursula","Mammalia","Primates","Cebidae","faunabr"
"Thrichomys inermis","Mammalia","Rodentia","Echimyidae","faunabr"
"Phalotris mertensi","Reptilia","Squamata","Dipsadidae","faunabr"
"Phalotris nasutus","Reptilia","Squamata","Dipsadidae","faunabr"
"Xenodon guentheri","Reptilia","Squamata","Dipsadidae","faunabr"
"Leptodactylus natalensis","Amphibia","Anura","Leptodactylidae","faunabr"
"Phalotris lemniscatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Puma yagouaroundi","Mammalia","Carnivora","Felidae","faunabr"
"Helicops leopardinus","Reptilia","Squamata","Dipsadidae","faunabr"
"Phyllomys unicolor","Mammalia","Rodentia","Echimyidae","faunabr"
"Delomys sublineatus","Mammalia","Rodentia","Cricetidae","faunabr"
"Amphisbaena silvestrii","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Amphisbaena leeseri","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Marmosops bishopi","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Elapomorphus wuchereri","Reptilia","Squamata","Dipsadidae","faunabr"
"Phyllomys kerri","Mammalia","Rodentia","Echimyidae","faunabr"
"Taeniophallus brevirostris","Reptilia","Squamata","Dipsadidae","faunabr"
"Adenomera marmorata","Amphibia","Anura","Leptodactylidae","faunabr"
"Amphisbaena talisiae","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Hylaeamys seuanezi","Mammalia","Rodentia","Cricetidae","faunabr"
"Guerlinguetus brasiliensis","Mammalia","Rodentia","Sciuridae","faunabr"
"Didelphis marsupialis","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Trachemys dorbigni","Reptilia","Testudines","Emydidae","faunabr"
"Platyrrhinus incarum","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Cuniculus paca","Mammalia","Rodentia","Cuniculidae","faunabr"
"Aplastodiscus eugenioi","Amphibia","Anura","Hylidae","faunabr"
"Callithrix penicillata","Mammalia","Primates","Cebidae","faunabr"
"Aplastodiscus weygoldti","Amphibia","Anura","Hylidae","faunabr"
"Galictis cuja","Mammalia","Carnivora","Mustelidae","faunabr"
"Leposternon polystegum","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Amphisbaena arenaria","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Amphisbaena vermicularis","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Leopardus pardalis","Mammalia","Carnivora","Felidae","faunabr"
"Tupinambis quadrilineatus","Reptilia","Squamata","Teiidae","faunabr"
"Apostolepis tertulianobeui","Reptilia","Squamata","Dipsadidae","faunabr"
"Lioheterophis iheringii","Reptilia","Squamata","Dipsadidae","faunabr"
"Guerlinguetus aestuans","Mammalia","Rodentia","Sciuridae","faunabr"
"Gastrotheca fissipes","Amphibia","Anura","Hemiphractidae","faunabr"
"Leopardus tigrinus","Mammalia","Carnivora","Felidae","faunabr"
"Akodon reigi","Mammalia","Rodentia","Cricetidae","faunabr"
"Cebus kaapori","Mammalia","Primates","Cebidae","faunabr"
"Callicebus barbarabrownae","Mammalia","Primates","Pitheciidae","faunabr"
"Rhipidomys tribei","Mammalia","Rodentia","Cricetidae","faunabr"
"Oxybelis aeneus","Reptilia","Squamata","Colubridae","faunabr"
"Bothrops neuwiedi","Reptilia","Squamata","Viperidae","faunabr"
"Ctenomys minutus","Mammalia","Rodentia","Ctenomyidae","faunabr"
"Molossus rufus","Mammalia","Chiroptera","Molossidae","faunabr"
"Micrurus tricolor","Reptilia","Squamata","Elapidae","faunabr"
"Natalus macrourus","Mammalia","Chiroptera","Natalidae","faunabr"
"Leptodactylus syphax","Amphibia","Anura","Leptodactylidae","faunabr"
"Platyrrhinus recifinus","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Priodontes maximus","Mammalia","Cingulata","Chlamyphoridae","faunabr"
"Callithrix geoffroyi","Mammalia","Primates","Cebidae","faunabr"
"Amphisbaena miringoera","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Didelphis aurita","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Saccopteryx leptura","Mammalia","Chiroptera","Emballonuridae","faunabr"
"Micrurus pyrrhocryptus","Reptilia","Squamata","Elapidae","faunabr"
"Trinomys moojeni","Mammalia","Rodentia","Echimyidae","faunabr"
"Gracilinanus microtarsus","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Necromys lasiurus","Mammalia","Rodentia","Cricetidae","faunabr"
"Ctenomys flamarioni","Mammalia","Rodentia","Ctenomyidae","faunabr"
"Rhipidomys cariri","Mammalia","Rodentia","Cricetidae","faunabr"
"Thylamys velutinus","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Tayassu pecari","Mammalia","Artiodactyla","Tayassuidae","faunabr"
"Helicops angulatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Lonchophylla dekeyseri","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Pithecopus nordestinus","Amphibia","Anura","Hylidae","faunabr"
"Cynomops planirostris","Mammalia","Chiroptera","Molossidae","faunabr"
"Bothrops otavioi","Reptilia","Squamata","Viperidae","faunabr"
"Didelphis albiventris","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Callithrix jacchus","Mammalia","Primates","Cebidae","faunabr"
"Dracaena paraguayensis","Reptilia","Squamata","Teiidae","faunabr"
"Oxymycterus nasutus","Mammalia","Rodentia","Cricetidae","faunabr"
"Phyllomys thomasi","Mammalia","Rodentia","Echimyidae","faunabr"
"Tupinambis palustris","Reptilia","Squamata","Teiidae","faunabr"
"Phyllomys mantiqueirensis","Mammalia","Rodentia","Echimyidae","faunabr"
"Trilepida brasiliensis","Reptilia","Squamata","Leptotyphlopidae","faunabr"
"Helicops infrataeniatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Amphisbaena leucocephala","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Conepatus semistriatus","Mammalia","Carnivora","Mephitidae","faunabr"
"Tolypeutes tricinctus","Mammalia","Cingulata","Chlamyphoridae","faunabr"
"Molossus pretiosus","Mammalia","Chiroptera","Molossidae","faunabr"
"Aplastodiscus albosignatus","Amphibia","Anura","Hylidae","faunabr"
"Micrurus filiformis","Reptilia","Squamata","Elapidae","faunabr"
"Leptodactylus pustulatus","Amphibia","Anura","Leptodactylidae","faunabr"
"Simophis rhinostoma","Reptilia","Squamata","Colubridae","faunabr"
"Callithrix flaviceps","Mammalia","Primates","Cebidae","faunabr"
"Myrmecophaga tridactyla","Mammalia","Pilosa","Myrmecophagidae","faunabr"
"Taeniophallus bilineatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Leptodactylus furnarius","Amphibia","Anura","Leptodactylidae","faunabr"
"Hydrochoerus hydrochaeris","Mammalia","Rodentia","Caviidae","faunabr"
"Rhynchonycteris naso","Mammalia","Chiroptera","Emballonuridae","faunabr"
"Lutreolina crassicaudata","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Leontopithecus rosalia","Mammalia","Primates","Cebidae","faunabr"
"Amphisbaena redleyi","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Hydrodynastes bicinctus","Reptilia","Squamata","Dipsadidae","faunabr"
"Siagonodon septemstriatus","Reptilia","Squamata","Leptotyphlopidae","faunabr"
"Thalpomys lasiotis","Mammalia","Rodentia","Cricetidae","faunabr"
"Juliomys rimofrons","Mammalia","Rodentia","Cricetidae","faunabr"
"Monodelphis scalops","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Bothrops leucurus","Reptilia","Squamata","Viperidae","faunabr"
"Liotyphlops caissara","Reptilia","Squamata","Anomalepididae","faunabr"
"Tropidophis paucisquamis","Reptilia","Squamata","Tropidophiidae","faunabr"
"Castoria angustidens","Mammalia","Rodentia","Cricetidae","faunabr"
"Monodelphis dimidiata","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Leptodactylus macrosternum","Amphibia","Anura","Leptodactylidae","faunabr"
"Leptodactylus latinasus","Amphibia","Anura","Leptodactylidae","faunabr"
"Bothrops fonsecai","Reptilia","Squamata","Viperidae","faunabr"
"Brachycephalus bufonoides","Amphibia","Anura","Brachycephalidae","faunabr"
"Leptodactylus plaumanni","Amphibia","Anura","Leptodactylidae","faunabr"
"Holochilus chacarius","Mammalia","Rodentia","Cricetidae","faunabr"
"Phalotris matogrossensis","Reptilia","Squamata","Dipsadidae","faunabr"
"Caiman yacare","Reptilia","Crocodylia","Alligatoridae","faunabr"
"Adenomera ajurauna","Amphibia","Anura","Leptodactylidae","faunabr"
"Helicops modestus","Reptilia","Squamata","Dipsadidae","faunabr"
"Echinanthera amoena","Reptilia","Squamata","Dipsadidae","faunabr"
"Liotyphlops schubarti","Reptilia","Squamata","Anomalepididae","faunabr"
"Amphisbaena frontalis","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Euryzygomatomys spinosus","Mammalia","Rodentia","Echimyidae","faunabr"
"Amphisbaena carli","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Fritziana goeldii","Amphibia","Anura","Hemiphractidae","faunabr"
"Phyllostomus elongatus","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Tropidodryas serra","Reptilia","Squamata","Dipsadidae","faunabr"
"Ditaxodon taeniatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Noronhomys vespuccii","Mammalia","Rodentia","Cricetidae","faunabr"
"Sordellina punctata","Reptilia","Squamata","Dipsadidae","faunabr"
"Liotyphlops wilderi","Reptilia","Squamata","Anomalepididae","faunabr"
"Calamodontophis ronaldoi","Reptilia","Squamata","Dipsadidae","faunabr"
"Brachycephalus izecksohni","Amphibia","Anura","Brachycephalidae","faunabr"
"Adenomera araucaria","Amphibia","Anura","Leptodactylidae","faunabr"
"Bothrops pirajai","Reptilia","Squamata","Viperidae","faunabr"
"Hylaeamys oniscus","Mammalia","Rodentia","Cricetidae","faunabr"
"Adenomera juikitam","Amphibia","Anura","Leptodactylidae","faunabr"
"Tomodon dorsatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Cerradomys goytaca","Mammalia","Rodentia","Cricetidae","faunabr"
"Bradypus torquatus","Mammalia","Pilosa","Bradypodidae","faunabr"
"Leptodactylus notoaktites","Amphibia","Anura","Leptodactylidae","faunabr"
"Rhipidomys mastacalis","Mammalia","Rodentia","Cricetidae","faunabr"
"Micrurus ibiboboca","Reptilia","Squamata","Elapidae","faunabr"
"Caluromys philander","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Monodelphis iheringi","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Echinanthera cephalomaculata","Reptilia","Squamata","Dipsadidae","faunabr"
"Chelonia mydas","Reptilia","Testudines","Cheloniidae","faunabr"
"Allophryne relicta","Amphibia","Anura","Allophrynidae","faunabr"
"Trachemys adiutrix","Reptilia","Testudines","Emydidae","faunabr"
"Tropidodryas striaticeps","Reptilia","Squamata","Dipsadidae","faunabr"
"Trilepida salgueiroi","Reptilia","Squamata","Leptotyphlopidae","faunabr"
"Furipterus horrens","Mammalia","Chiroptera","Furipteridae","faunabr"
"Calomys tener","Mammalia","Rodentia","Cricetidae","faunabr"
"Trinomys eliasi","Mammalia","Rodentia","Echimyidae","faunabr"
"Phyllomys lundi","Mammalia","Rodentia","Echimyidae","faunabr"
"Philodryas viridissima","Reptilia","Squamata","Dipsadidae","faunabr"
"Cercophis auratus","Reptilia","Squamata","Dipsadidae","faunabr"
"Amphisbaena prunicolor","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Oxybelis fulgidus","Reptilia","Squamata","Colubridae","faunabr"
"Phyllomys medius","Mammalia","Rodentia","Echimyidae","faunabr"
"Brachycephalus alipioi","Amphibia","Anura","Brachycephalidae","faunabr"
"Callithrix kuhlii","Mammalia","Primates","Cebidae","faunabr"
"Amphisbaena wiedi","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Dendrophidion atlantica","Reptilia","Squamata","Colubridae","faunabr"
"Dipsas catesbyi","Reptilia","Squamata","Dipsadidae","faunabr"
"Chrotopterus auritus","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Mirounga leonina","Mammalia","Carnivora","Phocidae","faunabr"
"Xenopholis undulatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Micrurus brasiliensis","Reptilia","Squamata","Elapidae","faunabr"
"Pithecopus ayeaye","Amphibia","Anura","Hylidae","faunabr"
"Hylomantis granulosa","Amphibia","Anura","Hylidae","faunabr"
"Anoura caudifer","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Aplastodiscus perviridis","Amphibia","Anura","Hylidae","faunabr"
"Limnomedusa macroglossa","Amphibia","Anura","Alsodidae","faunabr"
"Phyllomys pattoni","Mammalia","Rodentia","Echimyidae","faunabr"
"Trilepida jani","Reptilia","Squamata","Leptotyphlopidae","faunabr"
"Blastocerus dichotomus","Mammalia","Artiodactyla","Cervidae","faunabr"
"Amphisbaena fuliginosa","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Leptodactylus cunicularius","Amphibia","Anura","Leptodactylidae","faunabr"
"Trinycteris nicefori","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Echinanthera melanostigma","Reptilia","Squamata","Dipsadidae","faunabr"
"Thyroptera devivoi","Mammalia","Chiroptera","Thyropteridae","faunabr"
"Dasyprocta azarae","Mammalia","Rodentia","Dasyproctidae","faunabr"
"Cavia fulgida","Mammalia","Rodentia","Caviidae","faunabr"
"Arctocephalus australis","Mammalia","Carnivora","Otariidae","faunabr"
"Aotus azarae","Mammalia","Primates","Cebidae","faunabr"
"Oecomys trinitatis","Mammalia","Rodentia","Cricetidae","faunabr"
"Reithrodon typicus","Mammalia","Rodentia","Cricetidae","faunabr"
"Ameivula cyanura","Reptilia","Squamata","Teiidae","faunabr"
"Acanthochelys radiolata","Reptilia","Testudines","Chelidae","faunabr"
"Caaeteboia amarali","Reptilia","Squamata","Dipsadidae","faunabr"
"Cryptonanus agricolai","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Bothrops marajoensis","Reptilia","Squamata","Viperidae","faunabr"
"Bothrops lutzi","Reptilia","Squamata","Viperidae","faunabr"
"Gomesophis brasiliensis","Reptilia","Squamata","Dipsadidae","faunabr"
"Chiropotes satanas","Mammalia","Primates","Pitheciidae","faunabr"
"Diclidurus scutatus","Mammalia","Chiroptera","Emballonuridae","faunabr"
"Oligoryzomys moojeni","Mammalia","Rodentia","Cricetidae","faunabr"
"Leposternon cerradensis","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Kunsia tomentosus","Mammalia","Rodentia","Cricetidae","faunabr"
"Leposternon octostegum","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Wilfredomys oenax","Mammalia","Rodentia","Cricetidae","faunabr"
"Dicotyles tajacu","Mammalia","Artiodactyla","Tayassuidae","faunabr"
"Bibimys labiosus","Mammalia","Rodentia","Cricetidae","faunabr"
"Bothrops diporus","Reptilia","Squamata","Viperidae","faunabr"
"Amphisbaena anomala","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Thrichomys laurentius","Mammalia","Rodentia","Echimyidae","faunabr"
"Leontopithecus chrysomelas","Mammalia","Primates","Cebidae","faunabr"
"Chaetomys subspinosus","Mammalia","Rodentia","Erethizontidae","faunabr"
"Leopardus geoffroyi","Mammalia","Carnivora","Felidae","faunabr"
"Bothrops erythromelas","Reptilia","Squamata","Viperidae","faunabr"
"Taeniophallus persimilis","Reptilia","Squamata","Dipsadidae","faunabr"
"Vampyriscus bidens","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Coendou spinosus","Mammalia","Rodentia","Erethizontidae","faunabr"
"Clelia hussami","Reptilia","Squamata","Dipsadidae","faunabr"
"Siphlophis longicaudatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Choeroniscus minor","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Amphisbaena heathi","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Acanthochelys macrocephala","Reptilia","Testudines","Chelidae","faunabr"
"Brachycephalus brunneus","Amphibia","Anura","Brachycephalidae","faunabr"
"Hydrodynastes gigas","Reptilia","Squamata","Dipsadidae","faunabr"
"Pithecopus hypochondrialis","Amphibia","Anura","Hylidae","faunabr"
"Dasypus novemcinctus","Mammalia","Cingulata","Dasypodidae","faunabr"
"Euphractus sexcinctus","Mammalia","Cingulata","Chlamyphoridae","faunabr"
"Apostolepis longicaudata","Reptilia","Squamata","Dipsadidae","faunabr"
"Artibeus gnomus","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Makalata obscura","Mammalia","Rodentia","Echimyidae","faunabr"
"Leptodactylus camaquara","Amphibia","Anura","Leptodactylidae","faunabr"
"Micrurus decoratus","Reptilia","Squamata","Elapidae","faunabr"
"Lycalopex vetulus","Mammalia","Carnivora","Canidae","faunabr"
"Phyllomys brasiliensis","Mammalia","Rodentia","Echimyidae","faunabr"
"Callithrix aurita","Mammalia","Primates","Cebidae","faunabr"
"Leptodactylus elenae","Amphibia","Anura","Leptodactylidae","faunabr"
"Pteronura brasiliensis","Mammalia","Carnivora","Mustelidae","faunabr"
"Aplastodiscus ehrhardti","Amphibia","Anura","Hylidae","faunabr"
"Lepidochelys olivacea","Reptilia","Testudines","Cheloniidae","faunabr"
"Phyllomys nigrispinus","Mammalia","Rodentia","Echimyidae","faunabr"
"Leptodactylus sertanejo","Amphibia","Anura","Leptodactylidae","faunabr"
"Oligoryzomys nigripes","Mammalia","Rodentia","Cricetidae","faunabr"
"Epictia vellardi","Reptilia","Squamata","Leptotyphlopidae","faunabr"
"Amphisbaena steindachneri","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Imantodes cenchoa","Reptilia","Squamata","Dipsadidae","faunabr"
"Adenomera engelsi","Amphibia","Anura","Leptodactylidae","faunabr"
"Hydrops martii","Reptilia","Squamata","Dipsadidae","faunabr"
"Amphisbaena amazonica","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Epictia munoai","Reptilia","Squamata","Leptotyphlopidae","faunabr"
"Marmosa constantiae","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Adenomera hylaedactyla","Amphibia","Anura","Leptodactylidae","faunabr"
"Drymoreomys albimaculatus","Mammalia","Rodentia","Cricetidae","faunabr"
"Calomys callidus","Mammalia","Rodentia","Cricetidae","faunabr"
"Brucepattersonius griserufescens","Mammalia","Rodentia","Cricetidae","faunabr"
"Oecomys bicolor","Mammalia","Rodentia","Cricetidae","faunabr"
"Echinanthera cyanopleura","Reptilia","Squamata","Dipsadidae","faunabr"
"Tamandua tetradactyla","Mammalia","Pilosa","Myrmecophagidae","faunabr"
"Cerradomys langguthi","Mammalia","Rodentia","Cricetidae","faunabr"
"Arctocephalus tropicalis","Mammalia","Carnivora","Otariidae","faunabr"
"Cerradomys vivoi","Mammalia","Rodentia","Cricetidae","faunabr"
"Marmosops incanus","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Oxymycterus quaestor","Mammalia","Rodentia","Cricetidae","faunabr"
"Thamnodynastes longicaudus","Reptilia","Squamata","Dipsadidae","faunabr"
"Tapirus terrestris","Mammalia","Perissodactyla","Tapiriidae","faunabr"
"Aplastodiscus cochranae","Amphibia","Anura","Hylidae","faunabr"
"Monodelphis kunsi","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Amphisbaena hogei","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Gastrotheca albolineata","Amphibia","Anura","Hemiphractidae","faunabr"
"Dasypus septemcinctus","Mammalia","Cingulata","Dasypodidae","faunabr"
"Fritziana ohausi","Amphibia","Anura","Hemiphractidae","faunabr"
"Helicops gomesi","Reptilia","Squamata","Dipsadidae","faunabr"
"Adenomera cotuba","Amphibia","Anura","Leptodactylidae","faunabr"
"Euryoryzomys nitidus","Mammalia","Rodentia","Cricetidae","faunabr"
"Amphisbaena supernumeraria","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Thyroptera wynneae","Mammalia","Chiroptera","Thyropteridae","faunabr"
"Oxymycterus delator","Mammalia","Rodentia","Cricetidae","faunabr"
"Phalotris lativittatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Apostolepis nelsonjorgei","Reptilia","Squamata","Dipsadidae","faunabr"
"Leposternon maximus","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Clyomys laticeps","Mammalia","Rodentia","Echimyidae","faunabr"
"Psomophis genimaculatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Wiedomys pyrrhorhinos","Mammalia","Rodentia","Cricetidae","faunabr"
"Bothrops jararacussu","Reptilia","Squamata","Viperidae","faunabr"
"Rhagomys rufescens","Mammalia","Rodentia","Cricetidae","faunabr"
"Tantilla marcovani","Reptilia","Squamata","Colubridae","faunabr"
"Aplastodiscus flumineus","Amphibia","Anura","Hylidae","faunabr"
"Panthera onca","Mammalia","Carnivora","Felidae","faunabr"
"Adenomera diptyx","Amphibia","Anura","Leptodactylidae","faunabr"
"Diaemus youngii","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Tropidophis grapiuna","Reptilia","Squamata","Tropidophiidae","faunabr"
"Micrurus frontalis","Reptilia","Squamata","Elapidae","faunabr"
"Apostolepis nigrolineata","Reptilia","Squamata","Dipsadidae","faunabr"
"Pipa carvalhoi","Amphibia","Anura","Pipidae","faunabr"
"Thrichomys pachyurus","Mammalia","Rodentia","Echimyidae","faunabr"
"Akodon sanctipaulensis","Mammalia","Rodentia","Cricetidae","faunabr"
"Akodon cursor","Mammalia","Rodentia","Cricetidae","faunabr"
"Amphisbaena roberti","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Cavia intermedia","Mammalia","Rodentia","Caviidae","faunabr"
"Speothos venaticus","Mammalia","Carnivora","Canidae","faunabr"
"Cerradomys scotti","Mammalia","Rodentia","Cricetidae","faunabr"
"Amphisbaena darwini","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Monodelphis americana","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Bothrops atrox","Reptilia","Squamata","Viperidae","faunabr"
"Hydrurga leptonyx","Mammalia","Carnivora","Phocidae","faunabr"
"Cerradomys marinhus","Mammalia","Rodentia","Cricetidae","faunabr"
"Adenomera andreae","Amphibia","Anura","Leptodactylidae","faunabr"
"Aplastodiscus sibilatus","Amphibia","Anura","Hylidae","faunabr"
"Mustela africana","Mammalia","Carnivora","Mustelidae","faunabr"
"Thamnodynastes strigatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Ctenomys torquatus","Mammalia","Rodentia","Ctenomyidae","faunabr"
"Lonchophylla peracchii","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Callicebus personatus","Mammalia","Primates","Pitheciidae","faunabr"
"Cavia aperea","Mammalia","Rodentia","Caviidae","faunabr"
